"steel (free 
machining) Low carbon steel
Medium and high carbon steel
Alloy steel (free machining)
Stainless, ferretic (annealed) Tool steels
Nickel alloys
Titanium alloys
Copper alloys 
(soft) (free 
machining)
Zinc alloys (die cast)
Magnesium and alloys
Aluminum and alloys","150–200
200–250
150–200
135–185
200–250
80–360
200–275
40–150
80–100
40–90
30–80","13.5
10.8
13.7
14.0
6.7
4.1
3.9
50.5
28.0
77.0
96.2","43.3
37.3
40.2
41.0
23.7
7.7
13.2
108.3
60.1
240.6
216.5","2.2
1.8
2.7
2.4
0.9
1.0
1.5
9.9
9.8
27.5
20.4","9.9
8.9
10.5
6.0
4.5
—
7.1
20.7
16.0
55.0
36.7","1.4
1.6
1.3
1.7
1.5
2.15
1.25
0.72
0.4
0.18
0.36"
,,,,,,
