"['', 'lb/in.3', 'mg/m3', 'Bar', 'Rod', 'Sheet <0.5 in.', 'Plate >0.5 in.', 'Tube']","['Ferrous\nCarbon steel', '0.283', '7.83', '0.51', '0.51', '0.36', '0.42', '0.92']","['Alloy steel', '0.31', '8.58', '0.75', '0.75', '1.20', '—', '—']","['Stainless steel', '0.283', '7.83', '1.50', '1.50', '2.50', '2.50', '—']","['Tool steel', '0.283', '7.83', '6.44', '6.44', '—', '6.44', '—']","['Nonferrous\nAluminum alloys', '0.10', '2.77', '1.93', '1.93', '1.95', '2.50', '4.60']","['Brass', '0.31', '8.58', '0.90', '1.22', '1.90', '1.90', '1.90']","['Nickel alloys', '0.30', '8.30', '5.70', '5.70', '5.70', '5.70', '—']","['Magnesium alloys', '0.066', '1.83', '3.35', '3.35', '6.06', '6.06', '3.35']","['Zinc alloys', '0.23', '6.37', '1.50', '1.50', '1.50', '1.50', '—']","['Titanium alloys', '0.163', '4.51', '15.40', '15.40', '25.00', '25.00', '—']"
"['Chuck, independent (4 jaws)', '34.0', '41.3', '49.9', '70.9', '—']","['Clamp on table (3 clamps)', '28.8', '33.9', '39.4', '58.7', '264.6']","['Collet', '10.3', '15.4', '20.9', '—', '—']","['Faceplate (3 clamps)', '31.9', '43.3', '58.0', '82.1', '196.2']","['Fixture, horizontal (3 screws)', '25.8', '33.1', '41.7', '69.4', '274.7']","['Fixture, vertical (3 screws)', '27.2', '38.6', '53.3', '—', '—']","['Hand-held', '1.4', '6.5', '12.0', '—', '—']","['Jig', '25.8', '33.1', '41.7', '—', '—']","['Magnet table', '2.6', '5.2', '8.4', '—', '—']","['Parallels', '14.2', '19.3', '24.8', '67.0', '354.3']","['Rotary table or index plate (3 clamps)', '28.8', '36.1', '44.7', '72.4', '277.7']","['“V” Blocks', '25.0', '30.1', '35.6', '77.8', '365.1']","['Vise', '13.5', '18.6', '24.1', '39.6', '174.2']"
"['Machine Tool', 'Time to Engage \nTool; etc.a (s)', 'Basic Setup Time (h)', 'Additional Setup per Tool (h)']","['Horizontal band saw', '—', '0.17', '—']","['Manual turret lathe', '9', '1.2', '0.2']","['CNC turret lathe', '1.5', '0.5', '0.15']","['Milling machine', '30', '1.5', '—']","['Drilling machine', '9', '1.0', '—']","['Horizontal-boring machine', '30', '1.3', '—']","['Broaching machine', '13', '0.6', '—']","['Gear hobbing machine', '39', '0.9', '—']","['Grinding machine', '19', '0.6', '—']","['Internal grinding machine', '24', '0.6', '—']","['Machining center', '8', '0.7', '0.05']"
