Test,Indentor,Load,Material
"Brinell
Brinell
Rockwell A Rockwell B
Rockwell C
Rockwell N Rockwell Y
Vickers
Knoop","10 mm ball
10 mm ball
Brale
Brale
W ball
Diamond pyramid
Diamond pyramid","3,000 Kg
500 Kg
100 Kg
150 Kg
1& to 45 Kg
15 to 45 Kg
50g to 1 Kg
500 g","Cast iron and steel
Nonferrous alloys
Very hard materials
Brasses and low strength steels
High strength steels
Hard coaings, superficial hardness Soft coatings, superficial hardness
All materials
All materials"
