Spec. Number,Pipe Class,E Factor
"ASTM A53
ASTM A106
ASTM A134 ASTM A135
ASTM Al 39 ASTM A211
ASTM A381 ASTM A671 ASTM A672
API 51 to 
API 5LX
API 51S","Seamless
Electric Resistance Welded
Furnace Welded
Seamless
Electric Fusion Arc Welded
Electric Resistance Welded
Electric Fusion Welded
Spiral Welded Steel Pipe
Double Submerged to Arc•Welded
Etectric Fusion Welded Electric Fusion Welded
Seamless
Electric Resistance Welded
Electric Flzh Welded
Submerged Arc Welded Furnace Butt Welded
Seamless
Electric Resistance Welded
Electric Flash Welded
Submerged Arc Welded
Electric Resistance Welded
Submerged Welded","1.00
1.00
0.60
1.00
0.80
1.00
0.80
0.80
1.00
1.00*
1.00*
1.00
1.00
1.00
1.00
0.60
1.00
1.00
1.00
1.00
1.00
1.00"
