Conditions,Range of Values
"Pipe inner diameter
Liquid demity
Gas density
Liquid viscosity
Gas viscosity
Surface tension
Liquid superficial velocity
Gas superficial velocity","12.7  to  165.1	mm
	705  to  1 	kg to m 3
	0.80  to  50.5	kg m 3
3 X 10¯4 _ 9 x 10  to 2 Pa
10  to  5  to  2.2 x 10  to 5 Pa
	24  to  103	mN to m to l
	0.09  to  731	cm to s
	0.04	171	m to s to l"
