,"2,300Volts","4,160Volts","13,200Volts"
"1 ,500 to hp
3,000 to hp
5,000 to hp
7,000 to hp
9,000 to hp
10,OOO to hp","100%
100
100
100
100
100","114%
108
104
100
100
100","174%
155
145
133
129
129"
