i .00,1.00
0.85 (2),1.00
0.80,0.80
0.60,oso
1.00,1.00
0.80,0.80
0.85 (2),1.00
0.80,0.80
0.90,"1.00
1.00"
1.00,1.00
0.85 (2),1.00
0.85 (2),"1.00
1.00
1.00"
0.80,0.80 (3)
0.60,"0.60
1.00
1.00"
1.00,1.00
1.00,1.00
1.00,"1.00
1.00"
1.00,"1.00
1.00
1.00
1.00
1.00
1.00"
(4),(5)
1.00 (6),1.00 (6)
0.85 (6),1.00 (6)
0.80 (6),0.80 (6)
0.80 (7),0.80 (7)
0.60 (8),0.60 (8)
