Matedals,g,"3 cm
Wear rate	x 10 to 12"
"Mild steel on mild steel
60/40 leaded brass
PTFE (Teflon)
Stelltte
Fenitic stainless steel
Polyethylene
Tungsten carbide on itself","0.62
0.24
0.18
0.60
0.53
0.65
0.35","157,000
24,000
2,000
270
30
2"
