ASTM A 381,Y50,"50,000 (345)",(1),1.00,"36,000 (248)"
ASTM A 381,YS2,"52,000 (358)",(1),1.00,"37,450 (258)"
ASTM A 381,Y60,"60,000 (413)",(1),1.00,"43,200 (298)"
ASTM A 381,Y6S,"65,000 (448)",(1),1.00,"46,800 (323)"
