,Dipproof,"Force
Ventilated*","Totally to 
Enclosed Inen Gas or Alr"
"3,000 to hp
5,000 to hp
7,000 to hp
9,000 to hp
10,000 to hp","100%
100
100
100
100
100","115%
113
112
111
111
110","183%
152
136
134
132
125"
