Size (in.),Pieces per Bundle,Total Length,"Total
(lbs)",Mal Length,"TOW *ight
(lbs)"
"1
1 1/4
1 112","30
24
18
12
7
5
3
3","630
504
378
252
147
105
63
63","151
212
215
214
166
176
144
172","630
504
378
252
147
105
63
63","195
272
280
275
216
228
189
229"
