Type,Mild Atmospheric end Fresh Water,Mild Atmospheric end Fresh Water,"Atmospheric
Industial	Marine","Atmospheric
Industial	Marine",Satt water,Mild,Chemical O)ddizing,Reducing
"Austenitic stainless steels 201
304
310
316
347
Femtic stainless steels 405
430
Martensitic stainless steels 410
420
431
Precipitation hardening stainless steels
17 to 7PH","Austenitic stainless steels 201
304
310
316
347
Femtic stainless steels 405
430
Martensitic stainless steels 410
420
431
Precipitation hardening stainless steels
17 to 7PH","x x x x x
x x
x
x x
x x","x x x x x
x
x
x x","x x x x
x
x
x x",x,"x x x
x x
x x
x
x
x
x","x x x x x
x
x x",x
