Ibbe Size,Triangular (mm),"Square
(mm)","Heaviest
Recommended WI (mm)"
"19.05 mm O.D.
19.05 mm O.D.
25.4 mm O.D.
38.1 mm O.D.
> 38.1 mm","23.81
25.40
31.75
47.63 Use 1.25 times the outside diameter","25.40
31.75
47.63","2.77
3.40
4.19"
