Bearing Type,"Approximate Normal 
Speed Limits, DN
Grease or	Circulatng
Oil Bath	Oil","Approximate Normal 
Speed Limits, DN
Grease or	Circulatng
Oil Bath	Oil",Highest Speeds Attained
"Radial or angular contact baw bearings
Cylindrical roller bearings
Tapered roller bearings
Spherical roller bearings","300,000
300,000
150,000
200,000","500,000
500,000
300,000
300,000",
