"Pipe
Diameter
inch	mm","Pipe
Diameter
inch	mm",SG  to  1.0 m/wc,SG  to  1.0 m/wc,"Power Driven Pumß
SG  to  0.75 SG ft/—c ft./öc","Power Driven Pumß
SG  to  0.75 SG ft/—c ft./öc","Power Driven Pumß
SG  to  0.75 SG ft/—c ft./öc","Power Driven Pumß
SG  to  0.75 SG ft/—c ft./öc",os mlæc,SG ft/•c,"Turbine Driwn Pumps
10 	SG  to  0.75 	SG ft/»c","Turbine Driwn Pumps
10 	SG  to  0.75 	SG ft/»c","Turbine Driwn Pumps
10 	SG  to  0.75 	SG ft/»c","Turbine Driwn Pumps
10 	SG  to  0.75 	SG ft/»c",m/ec
"2
3
4
6
8
10
12
14 16 and","50
75
100
150
200
250
300
350
400 over","6.00
7.00
8.00
9.00
10.00 1 1.00
11.50
11.75
12.00",".80
2.10
2.40
2.75
3.00
3.25
3.50
3.65",,"7.00 
8.00 
9.00 
10.00 
11.25 
12.00
12.50
13.00 
13.00","2 10
2.40
2.75
3.00
3.40
3.65
4.00
4.00","7.5
8.5
10.0
12.0
13.0
14.0
14.5
15.0
15.0","2.30
2.60
3.00
3.65
4 DO
420
4.40
4.50
4.60","5.00
5.50
6.00
6.50
6.75
7.00","1.50
1.70
180
200
2.10
2.15
2.15
2.15
2.15","5.50
6.00
6.50
7.00
7.75
8.00
8.00
8.00","1 .70
IBO
2.00
2.15
2.30
2.35
2.40
2.40","6.00
6.50
8.00
8.50
9.00
9.25
9.50","1.80
2.00
2.15
2.40
2.60
2.75
2.80
2.90
2.90"
