Mlcromhos/eq ft,Coating Condåtlon
"1 to 10
10 to 50
50 to 100
100 to 250 500 to 1,000","Excellent coating—high resistivity soil
Good coating—high resistivity soil
Excellent coating—low resistivity soil
Good coating—low resistMty soil
Average coating—m resistivtty soil Poor coating—bw resistivity soil"
