.1,.0524
.15,.0941
.2,.1424
.25,.1955
.3,.2523
.35,.3119
.4,.3735
.45,.4364
.5,.5
.55,.5636
.6,.6265
.65,".6881
7477"
.75,.8045
.8,.8576
.85,.9059
.9,.9480
